,"Unnamed: 0, nan","№ п/п, nan","Дата составления, nan","Организация, nan","Месторождение, nan","ЛУ, nan","Цех, nan","ТЛ/ДНС, nan","АГЗУ, nan","№ Скв, nan","Номер куста, nan","Дата ввода в эксплуатацию, nan","Тип ствола скв., nan","Пласт,  ","Состояние по фонду, nan","текущее состояние, nan","Скин фактор, nan","Дата ГРП, nan","Исполнитель ГРП, nan","Примечание ГРП, nan","P нас, ат","ГС, м3/м3","Вязкость нефти (пл.усл), сПз","Вязкость воды (пл.усл.), сПз","Вязкость жидкости (станд.усл), сПз","Объемный коэф-т нефти, nan","Плот-ть нефти (станд.усл), г/см3","Плот-ть нефти  (пл.усл.), г/см3","Т пласта, ͦС","Плот-ть воды (станд.усл), г/см3","Dэк 
внешн., мм","Толщ. стенки, мм","Интервал спуска ЭК, м","Исскуств. забой, м","Текущий забой, м","Дата отбивки текущего забоя, nan","Способ отбивки текущего забоя, nan","Примечание, nan","Тип конструкции  забоя, nan","Интервалы перфорации, м","Нперф_Эфф, м","Нвд_замер, м","Удлинение на Нвд, м","Интервал спуска хвостовика, м","Диаметр хвостовика, мм","Толщ.стенки хвостовика, мм","Способ эксплуатации, nan","Глубина 1 и.о., м","Давление запуска
1 и.о., ат","Глубина 2 и.о., м","Давление запуска
2 и.о., ат","Глубина 3 и.о., м","Давление запуска
3 и.о., ат","Глубина 4 и.о., м","Давление запуска
4 и.о., ат","Глубина 5 и.о., м","Давление запуска
5 и.о., ат","Глубина 6 и.о., м","Давление запуска
6 и.о., ат","Глубина НПЦК, м","Состояние НПЦК, nan","Примечание.1, nan","Тип насоса, nan","Число ступеней, шт","Напор, м","Частота, Гц","ПЭД, кВт","Qтеор, м3/сут","Глубина спуска ПО, м","Глубина спуска ПО (по верт.), м","Удлинение на гл спуска ПО, м","Dнкт, мм","Толщина стенки НКТ, мм","Dшт, мм","Вид штуцера, nan","Режим работы, nan","Время работы, час","Время
накопления, 0+","Рбуф, ат","Рзатр, ат","Рлин, ат","Дата замера Рпл, nan","Рпл, ат","Рг/г, ат","Состояние АСУРГГ, nan","Модификация АСУРГГ, nan","Dшт линии подачи г/г, мм","Ндин (расчетный от Рпр), м","Р пр (расчетный от Нд), ат","Ндин, м","Р пр, ат","Рзаб, ат","Дебит нефти, т/сут","Дебит жидкости, м3/сут","Обводненность, %","Дебит газа, тыс.м3/сут","Расход г/г, тыс.м3/сут","Расход г/г.1, м3/ч","Дебит ПНГ, тыс.м3/сут","ГФ, м3/сут","УРГГ, м3/т","Кпрод, м3/(сут*ат)"
26,30-2,23.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-1,ГЗУ-2,30-2,Куст скважины-30,1998-06-09 00:00:00,Гор.,Р4+5+6_Block2,Действующий,В работе (постоянный режим),,, ,,203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,177.8,8.05,1888,2690,2690,,,,открытый,1888-2690,47.61,1888,50.98,,,,Газлифт,846.000007617,ГП,1193.999975391,ГК 82 1/8,1773.000019922,ЦКсОК 5/16,-,-,-,-,-,-,1784,закрыт,-,-,-,-,-,-,-,1893,1839,54,73,5.5,18,ШДР,Постоянный,24,0,18,36,17,2023-04-01 00:00:00,68,73,В работе,Сиант ,6,,,,,36,7.106,8.5,0,20.4,7.2,,13.2,1857.5851393188855,1013.2282578103011,0.265625
27,35-1,24.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-2,К-61,35-1,К-61,2002-06-05 00:00:00,Гор.,Р4+5_Block3,Действующий,В работе,,, ,,203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,139.7,7.72,1888,"1 ств 2549
2 ств 2410","1 ств 2549
2 ств 2410",,,,открытый,1888-2549; 1891-2410;,"1 ств 56,5
2 ств 10,2",1888,14.92,,,,Газлифт,529.999984277,ГК 80 1/8,980.000014453,ГК 80 1/8,1299.999979688,ГК 79 1/8,1560.000035156,ГК 79 1/8,1730.000002734,ЦКсОК 5/16,-,-,1770,закрыт,-,-,-,-,-,-,-,2030,1912.5,117.5,73,5.5,18,штуцер,Постоянный,24,0,21,36,20,2023-04-01 00:00:00,92,65,В работе,Сиант ,6,,,,,42,15.800399999999998,18.9,0,14.8,5.3,,9.5,601.2506012506013,335.4345459608618,0.37799999999999995
28,40-1,25.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,ГЗУ-7,40-1,Без куста,2000-07-23 00:00:00,Гор.,Р4+5_Block3,Действующий,В работе (постоянный режим),,,,,203,218.2,0.98,1.66,0.9852467356282855,1.454,0.836,0.72,34.3,1.17,139.7,7.72,2093,2680,2680,,,,открытый,1814-2680,171.22,2093,3.2,,,,Газлифт,529.999984277,ГП,930.000015234,ГП,1239.999995508,ГК 82 1/8,1494.999946875,ГК 81 1/8,1735.000032422,ЦКсОК 5/16,-,-,1760,закрыт,-,-,-,-,-,-,-,1782,1780,2,73,5.5,18,ШДР,Постоянный,24,0,22,34,21,2023-04-01 00:00:00,116,66,В работе,Сиант ,6,,,,,37,11.139282,13.5,1.3,19.7,15,,4.699999999999999,421.93024649164994,1322.45849265652,0.17088607594936708
29,41р,25.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-3,ЗУ-6,41р,Без куста,2002-08-25 00:00:00,Гор.,Р4+5_Block3,Действующий,Остановлена,-4.0,2013-05-05 00:00:00,ЕВС,"15,5т",203,218.2,0.98,1.66,0.9804016102981944,1.454,0.836,0.72,34.3,1.17,139.7,7.72,2220,1950,1950,,,,закрытый,1863-1897; 1914-1945,82,1863,0.8,,,,Фон.,640,ГП,1150,ГП,1500,ГК 981/8,1785,ЦКсОК 5/16,-,-,-,-,-,-,-,-,-,-,-,-,-,1849.15,1848.6,0.5500000000001819,73,5.5,12,ШДР,Постоянный,24,0,46,35,39,2023-04-01 00:00:00,116,,,,,,,,,65,17.538444,21,0.1,89,,,89,5074.56647807525,,0.4117647058823529
30,41-1,26.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,ГЗУ-7,41-1,Без куста,2001-06-30 00:00:00,Гор.,Р4+5_Block3,Действующий,В работе (постоянный режим),,,,,203,218.2,0.98,1.66,0.9804417894328287,1.454,0.836,0.72,34.3,1.17,139.7,7.72,1907,"1 ств 2400
2 ств 2475 
3 ств 2493","1 ств 2400
2 ств 2475
3 ств 2493",,,,открытый," 1820-2400
 1890-2475
 2020-2493 ",0,1820,1.04,,,,Газлифт,616.999994824,ГП,1080.000012891,ГК 80 1/8,1451.999929688,ГК 80 5/32,1735.000032422,ЦКсОК 5/16,-,-,-,-,1765,закрыт,-,-,-,-,-,-,-,1830,1688,142,73,5.5,18,ШДР,Постоянный,24,0,23,35,22,2023-04-01 00:00:00,110,70,В работе,Сиант ,6,,,,,46,8.26729596,9.9,0.11,19.5,9.6,,9.9,1197.4894872397915,1159.4333712881094,0.1546875
31,43р,27.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-1,ГЗУ-3,43р,Без куста,1995-09-15 00:00:00,Гор.,Р4+5_Block3,Действующий,В работе (постоянный режим),,,ФилОрАм,,203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,139.7,7.72,2362,2637,2637,,,,открытый,1897-2637,25,1887,0.07,1665-1887,102,6.5,Газлифт,599.999990625,ГП,1199.99998125,ГК 82 1/8,1615.000064063,ЦКсОК 5/16,-,-,-,-,-,-,1631,закрыт,-,-,-,-,-,-,-,1647,1425.6120405405404,221.38795945945958,73,5.5,18,Угловик,Постоянный,24,0,18,35,16,2023-04-01 00:00:00,75.3,64,В работе,Инком-систем,6,,,,,44,3.344,4,0,7.5,5,,2.5,747.6076555023924,1495.2153110047848,0.12779552715654954
32,44р,28.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-1,ГЗУ-3,44р,Без куста,1995-07-06 00:00:00,Гор.,Р4+5+6_Block2,Действующий,В работе (постоянный режим),,, ,,203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,139.7,7.72,2006,"1 ств 2275
2 ств 2600","1ств 2275
2ств 2600",,,,открытый,2006-2275; 2050-2600,30,2006,0.13,,,,Газлифт,565.999982227,ГП,996.999981445,ГК 91 5/16,1363.999942969,ГК 91 5/16,1578.000052734,ГК 91 5/16,1778.000049609,ЦКсОК 5/16,-,-,1762,закрыт,-,-,-,-,-,-,-,2000,1916.97,83.02999999999997,73,5.5,65,Угловик,Постоянный,24,0,20,39,18,2023-04-01 00:00:00,113.29,68,В работе,Инком-систем,6,,,,,45,9.9484,11.9,0,10.8,7.2,,3.6000000000000005,361.8672349322505,723.7344698645009,0.1742568458046566
33,45р,29.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-1,ГЗУ-2,45р,Без куста,1995-09-22 00:00:00,Гор.,Р4+5+6_Block2,Действующий,В работе (постоянный режим),-4.0,2013-07-21 00:00:00,ЕВС,"45,5т",203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,177.8,9.19,1998,2133,2133,,,,закрытый,"1848,48-1849,91; 1945,82-1947,25; 1995,86-1997,29; 2034,13-2035,56; 2118,97-2120,2","1ств 49,92  2ств 80,87  3ств 110,7",1848.48,37.58,,,,Газлифт,598.000001074,ГК 81 1/8,1127.00000918,ГК 83 5/32,1540.000065234,ЦКсОК 5/16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2133,1850.59,282.4100000000001,73,5.5,65,Угловик,Постоянный,24,0,20,42,19,2023-04-01 00:00:00,70,78,В работе,Сиант ,6,,,,,35,7.524,9,0,31.2,5.3,,25.9,3442.3179160021264,704.4125465178096,0.2571428571428571
34,47р,30.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,ГЗУ-7,47р,Без куста,2002-09-23 00:00:00,Гор.,Р4+5_Block3,Действующий,В работе (постоянный режим),,,,,203,218.2,0.98,1.66,1.0306639635073491,1.454,0.836,0.72,34.3,1.17,139.7,7.72,2047,2464,2464,,,,открытый,1838-2464,25,1838,1.4,,,,Газлифт,496.000013086,ГП,899.000009766,ГП,1231.999962891,ГП,1497.000048047,ГП,1646.000069531,ЦКсОК 5/16,-,-,1800,закрыт,-,-,-,-,-,-,-,2070,1944.02,125.98000000000002,73,5.5,18,ШДР,Постоянный,24,0,24,42,23,2023-04-01 00:00:00,131,65,В работе,Сиант ,6,,,,,41,12.8744,17.5,12,30,9.6,,20.4,1584.5398620518238,627.1968222027675,0.19444444444444445
35,62-2,31.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-2,СРГ-1,62-2,Куст скважины-62,2003-09-04 00:00:00,Гор.,Р4+5_Block3,Действующий,В работе (постоянный режим),,, ,,203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,139.7,7.72,1906,2500,2500,,,,открытый,1906-2500 ,8.11,1906,47.7,,,,Газлифт,529.999984277,ГК 82 1/8,970.000029492,ГК 81 1/8,1260.000039844,ГК 80 5/32,1480.000006641,ГК 79 5/32,1680.000003516,ЦКсОК 5/16,-,-,1747,закрыт,-,-,-,-,-,-,-,2317,1908.79,408.21000000000004,73,5.5,18,ШДР,Постоянный,24,0,23,62,22,2023-04-01 00:00:00,138,79,В работе,Сиант ,6,,,,,66,3.089856,3.696,0,21.506,7,,14.506,4694.717164812859,2265.477743946643,0.051333333333333335
36,62-1,31.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-1,СРГ-1,62-1,Куст скважины-62,2003-12-25 00:00:00,Гор.,Р4+5_Block3,Действующий,В работе (постоянный режим),,, ,,203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,139.7,7.72,1903,2500,2500,,,,открытый,1918-2500,34.2,1918,49.76,,,,Фон.,595,ГП,1193,ГП,1730,ЦКсОК 5/16,-,-,-,-,-,-,1741,закрыт,-,-,-,-,-,-,-,2419,1896.26,522.74,73,5.5,18,ШДР,Постоянный,24,0,51,59,50,2023-04-01 00:00:00,114.6,,,,,,,,,57,19.646,23.5,0,83.4,,,83.4,4245.138959584649,,0.40798611111111116
37,62-3,31.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-2,СРГ-1,62-3,Куст скважины-62,2003-05-25 00:00:00,Гор.,"Р4+5_Block3, P5i",Действующий,ВСП,,,,,203,218.2,0.98,1.66,0.9808035498963005,1.454,0.836,0.72,34.3,1.17,139.7,7.72,1928,2600,2600,,,,открытый,1954-2500,50.44,1954,94.5,1504-1954,102,6.5,Фон.,670,ГК 81 1/8,1210,ГК 83 5/32,1460,ЦКсОК 5/16,-,-,-,-,-,-,1470,закрыт,-,-,-,-,-,-,-,1500,1459.44,40.559999999999945,73,5.5,18,ШДР,Постоянный,24,0,24,30,23,2023-04-01 00:00:00,116,,,,,,,,,43,6.0905944,7.3,0.2,29.3,,,29.3,4810.696309049902,,0.09999999999999999
38,69р,31.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-18,69р,Без куста,2013-06-30 00:00:00,Верт.,P4+5+6_Block1_yug,Действующий,В работе,,, ,,203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,139.7,7.72,2880,2268,1930,,,,закрытый,"1787-1791; 1865-1870; 1831-1840; 
1845-1850; 1860-1879; 1885-1890",0.5,1787,0.12,,,,Газлифт,460.000015137,ГП,830.000016797,ГК 74 1/8,1130.000012109,ГК 74 1/8,1380.000008203,ГК 73 1/8,1580.000005078,ГК 72 1/8,1750,ЦКсОК 5/16,1765,закрыт,-,-,-,-,-,-,-,1797,1755.36,41.6400000000001,73,5.5,18,штуцер,Периодический,24,24,26,48,25,2023-04-01 00:00:00,99,72,В работе,Сиант ,5,,22,,,48,3.8455999999999997,4.6,0,7.5,3.3,,4.2,1092.1572706469733,858.1235697940504,0.09019607843137255
39,70-2,31.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-2,СРГ-1,70-2,Куст скважины-70,2003-11-25 00:00:00,Гор.,"Р4+5_Block3, P5i",Действующий,ВСП,,,,,203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,"139,7; 114",7.72,1985,2380;2489,2380;2489,,,,открытый,1956-2380; 1956-2489,0.900000000000091,1952,79.4,1600-1952,114,6.5,Фон.,447,ГК 79 1/8,843,ГК 79 1/8,1186,ГК 79 1/8,1460,ГК 78 1/8,-,-,-,-,1470,закрыт,-,-,-,-,-,-,-,1590,1585.94,4.059999999999945,73,5.5,18,ШДР,Постоянный,24,0,54,60,53,2023-04-01 00:00:00,123.4,,,,,,,,,77,7.1895999999999995,8.6,0,75,,,75,10431.734727940358,,0.18534482758620688
40,70-1,31.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-2,СРГ-1,70-1,Куст скважины-70,2003-05-26 00:00:00,Гор.,Р4+5_Block3,Действующий,ВСП,,, ,,203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,139.7,7.72,1933,2344,2344,,,,открытый,1916-2344,22.8,1916,40.76,"1646,2-1915,8",102,6.5,Фон.,540,ГК 65 1/8,1050,ГК 45 5/32,1610,ЦКсОК,-,-,-,-,-,-,1620,закрыт,-,-,-,-,-,-,-,1652,1648.6,3.400000000000091,73,5.5,8,ШДР,Постоянный,24,0,47,62,46,2023-04-01 00:00:00,127.6,,,,,,,,,64,2.380092,2.847,0,22.2,,,22.2,9327.370538617835,,0.04476415094339623
41,86,32.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-14,86,Без куста,2017-03-05 00:00:00,Гор.,P4+5+6_Block1_yug,Действующий,Остановлена,,,,,203,218.2,0.98,1.66,1.2993610223642171,1.454,0.836,0.72,34.3,1.17,139.7,7.72,1950,1910,1910,,,,закрытый,1893-1900; 1878-1886; 1864-1872; 1850-1860; 1836-1840; 1832-1845; 1780-1800; 1812-1818; 1774-1778; 1802-1806;1810-1822;1826-1828;1832-1846;1857-1832;1864-1887;1893-1902.,119.76999999999998,1774,6,,,,Газлифт,499.999992188,ГП,909.999970898,ГК 86/1,1230.000010547,"ГК 85/1,5",1480.000006641,ГК 80/2,1635.000033984,ЦКсОК 5/16,-,-,1645,закрыт,-,-,-,-,-,-,-,1798,1794.74,3.259999999999991,73,5.5,18,штуцер,Постоянный,24,0,25,51,25,2023-04-01 00:00:00,98.03,73,В работе,Сиант ,,,17.18,,,42.18,3.8188480000000005,11.42,60,25.6,12,,13.600000000000001,3561.283402743445,1020.9756034476305,0.20447627573858548
42,95-2,32.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-1,ГЗУ-9,95-2,Куст скважины-95,1995-10-14 00:00:00,Гор.,P4+5+6_Block1_yug,Действующий,В работе (периодический режим),-4.0,1997-02-24 00:00:00,Halli,,203,218.2,0.98,1.66,1.003850520807622,1.454,0.836,0.72,34.3,1.17,"177,8;139,7","9,19; 7,72",0-1919; 1919-2596,2596,2596,,,,открытый,1919-2596,63.799999999999955,1919,22.7,,,,Газлифт,479.999985059,ГП,880.000016016,ГК 75 1/8,1239.999995508,ГК 70 1/8,1499.999976563,ЦКсОК 5/16,-,-,-,-,1560,закрыт,-,-,-,-,-,-,-,2400,1959.56,440.44000000000005,73,5.5,18,ШДР,Периодический,24,24,16,31,15,2023-04-01 00:00:00,65,81,В работе,ГКС,5,,,,,37,4.2525648,5.4,5.8,10,2.4,,7.6,1787.1567765410653,520.0151220397489,0.19285714285714287
43,95-1,33.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-1,ГЗУ-9,95-1,Куст скважины-95,1995-10-19 00:00:00,Гор.,P4+5+6_Block1_yug,Действующий,В работе (постоянный режим),-4.0,1996-04-01 00:00:00,Halli,,203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,139.7,7.72,1901,2479,2479,,,,открытый,1901-2479,64.5,1901,2.8,,,,Газлифт,599.999990625,ГП,949.999985156,ГК 83 5/32,1399.999978125,ГК 83 5/32,1849.999971094,ЦКсОК 5/16,-,-,-,-,1855,закрыт,-,-,-,-,-,-,-,2366,1944.58,421.4200000000001,73,5.5,65,Угловик,Постоянный,24,0,16,31,15,2023-04-01 00:00:00,65,70,В работе,Инком-систем,5,,,,,37,9.363199999999999,11.2,0,11.8,8.5,,3.3000000000000007,352.44360902255653,907.8092959671908,0.39999999999999997
44,105-1Д,34.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-1,ГЗУ-9,105-1Д,Куст скважины-105,1997-11-01 00:00:00,Гор.,P4+5+6_Block1_yug,Действующий,В работе (постоянный режим),-4.0,1997-03-02 00:00:00,Halli,,203,218.2,0.98,1.66,0.9812058191994981,1.454,0.836,0.72,34.3,1.17,139.7,7.72,"2631 фильтр 
1877,3-2174,7, 2208,4-2631",2691,2691,,,,открытый,1641-2739; 1700-2691,52.17,1641,11.85,,,,Газлифт,549.8592,ГК 79 1/8,1000.0488,ГК 80 1/8,1339.9008,ГК 84 5/32,1540.000065234,ЦКсОК 5/16,-,-,-,-,-,-,-,-,-,-,-,-,-,2281,1921.87,359.1300000000001,73,5.5,65,Угловик,Постоянный,24,0,16,38,15,2023-04-01 00:00:00,55,76,В работе,Сиант ,5,,,,,30,5.250999599999999,6.3,0.3,17,7.3,,9.7,1847.267327919812,1384.4411346818852,0.252
45,105-2,35.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-1,ГЗУ-9,105-2,Куст скважины-105,2001-11-15 00:00:00,Гор.,P4+5+6_Block1_yug,Действующий,В работе (постоянный режим),,, ,,203,218.2,0.98,1.66,0.9832221255197755,1.454,0.836,0.72,34.3,1.17,139.7,7.72,1910,2683,2683,,,,открытый,1853-2631 (фильтр-хвостовик),53.90179999999987,1853,18.3,,,,Газлифт,842.000028516,ГК 70 1/8,1295.999926172,ГК 60 1/8,1835.000030859,ЦКсОК 5/16,-,-,-,-,-,-,1835,открыт,-,-,-,-,-,-,-,1848,1843.36,4.6400000000001,73,5.5,18,ШДР,Постоянный,24,0,16,29,15,2023-04-01 00:00:00,71,78,В работе,Сиант ,5,,,,,36,6.9662208,8.4,0.8,13,7.2,,5.8,832.5891708744,1022.1409355178986,0.24000000000000002
46,106-1,36.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-1,ГЗУ-9,106-1,Без куста,2001-10-14 00:00:00,Гор.,P4+5+6_Block1_yug,Действующий,В работе (постоянный режим),,, ,,203,218.2,0.98,1.66,0.988095238095238,1.454,0.836,0.72,34.3,1.17,139.7,7.72,2063,2620,2620,,,,открытый,2063-2620; 2121-2500,22.67,2063,128,,,,Газлифт,630.0216,ГК 80 1/8,1100.0232,ГК 83 1/8,1480.1088,ГК 83 1/8,1749.8568,ЦКсОК 5/16,-,-,-,-,1760,закрыт,-,-,-,-,-,-,-,1884,1856.76,27.24000000000001,73,5.5,18,ШДР,Постоянный,24,0,15,29,14,2023-04-01 00:00:00,86,83,В работе,ГКС,5,,,,,33,6.554239999999999,8,2,16.3,9.4,,6.9,1052.7536373401038,1394.7580836617444,0.1509433962264151
47,147,36.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,ГЗУ-7,147,Без куста,1996-06-06 00:00:00,Верт.,Р4+5_Block3,Действующий,В работе (постоянный режим),,,,,203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,139.7,7.72,2014,2014,2014,,,,закрытый,1890-1940; 1960-1997,106.74,1890,2.68,,,,Фон.,884,ЦКсОК 5/16,-,-,-,-,-,-,-,-,-,-,1847,закрыт,-,-,-,-,-,-,-,1936,1933.2,2.7999999999999545,73,5.5,18,ШДР,Постоянный,24,0,23,23,22,2023-04-01 00:00:00,113.1,,,,,,,,,43,11.9548,14.3,0,26,,,26,2174.8586341887776,,0.20399429386590587
48,152,37.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,ГЗУ-7,152,Без куста,1996-03-15 00:00:00,Гор.,Р4+5_Block3,Действующий,В работе (постоянный режим),,,,,203,218.2,0.98,1.66,0.9856526586205224,1.454,0.836,0.72,34.3,1.17,139.7,7.72,2047,2350,2350,,,,открытый,1753-2350,188.7,1753,1.56,,,,Газлифт,446.000013867,ГП,833.000019727,ГК 84 1/8,1164.99999668,ГК 83 1/8,1446.000072656,ГК 83 1/8,1560.000035156,ЦКсОК 5/16,-,-,1743,закрыт,-,-,-,-,-,-,-,1980,1903.01,76.99000000000001,73,5.5,18,ШДР,Постоянный,24,0,23,36,22,2023-04-01 00:00:00,96,67,В работе,Сиант ,6,,,,,50,7.830811999999999,9.5,1.4,11.8,9.6,,2.200000000000001,280.94149112505846,1202.2804253968716,0.20652173913043478
49,157,37.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-1,ГЗУ-4,157,Без куста,1995-02-18 00:00:00,Гор.,Р4+5_Block3,Действующий,В работе (периодический режим),,,,,203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,139.7,7.72,2049,2487,2487,,,,открытый,2110-2487,7.45,2110,0.12,1625-2110,102,6.5,Газлифт,379.999986621,ГП,724.999988672,ГК 60 1/8,1049.999983594,ГК 60 1/8,1355.000008594,ЦКсОК 5/16,-,-,-,-,1580,закрыт,-,-,-,-,-,-,-,1630,1629.67,0.32999999999992724,73,5.5,18,ШДР,Периодический,24,72,16,30,15,2023-04-01 00:00:00,84,84,В работе,Инком-систем,6,,,,,57,2.7379,3.275,0,6.75,2.4,,4.35,1588.8089411592828,876.5842433982249,0.12129629629629629
50,157тг,37.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-1,ГЗУ-4,157тг,Без куста,1994-10-07 00:00:00,Гор.,Р4+5_Block3,Действующий,ВСП,,,,,203,218.2,0.98,1.66,1.0123462936227408,1.454,0.836,0.72,34.3,1.17,177.8,8.05,1909,2205,2205,,,,открытый,"1909,6-2205",9.319999999999936,1909,0.12,,,,Газлифт,549.999991406,ГП,980.000014453,ГК 89/1,1335.000038672,"ГК 77/2,5",1560.000035156,ЦКсОК 5/16,-,-,-,-,1570,закрыт,-,-,-,-,-,-,-,1610,1609.77,0.2300000000000182,73,5.5,18,ШДР,Периодический,24,120,22,71,15,2023-04-01 00:00:00,103,84,,,6,,,,,27,0.385396,0.5,7.8,3.3,1,,2.3,5967.887575377014,2322.5674589718456,0.006578947368421052
51,164,38.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-1,ГЗУ-2,164,Без куста,1995-09-22 00:00:00,Верт.,Р4+5+6_Block2,Действующий,В работе (постоянный режим),,, ,,203,218.2,0.98,1.66,1.0608273775366477,1.454,0.836,0.72,34.3,1.17,"177,8;
114,3",9.19,1961,2400,2400,,,,открытый,2025-2400,5.7000000000000455,2025,67,1497-2025,114,101.2,Газлифт,484.000001367,ГП,980.999990625,ГП,1446.000072656,ЦКсОК 5/16,-,-,-,-,-,-,1465,закрыт,-,-,-,-,-,-,-,1487,1500.45,-13.450000000000045,73,5.5,18,ШДР,Постоянный,24,0,20,38,18,2023-04-01 00:00:00,86,74,В работе,Сиант ,6,,,,,46,6.192586399999999,9.1,18.6,19.5,9.6,,9.9,1598.6858092121254,1177.5359696760936,0.22749999999999998
